sample_id,dataset,filepath,filename,original_label,unified_label,split,fold
ESC50_000029,ESC50,datasets\ESC50\audio\1-121951-A-8.wav,1-121951-A-8.wav,['sheep'],Wildlife,train,1.0
ESC50_000037,ESC50,datasets\ESC50\audio\1-137296-A-16.wav,1-137296-A-16.wav,['wind'],Wind,train,1.0
ESC50_000039,ESC50,datasets\ESC50\audio\1-155858-A-25.wav,1-155858-A-25.wav,['footsteps'],Footsteps,train,1.0
ESC50_000040,ESC50,datasets\ESC50\audio\1-155858-B-25.wav,1-155858-B-25.wav,['footsteps'],Footsteps,train,1.0
ESC50_000041,ESC50,datasets\ESC50\audio\1-155858-C-25.wav,1-155858-C-25.wav,['footsteps'],Footsteps,train,1.0
ESC50_000042,ESC50,datasets\ESC50\audio\1-155858-D-25.wav,1-155858-D-25.wav,['footsteps'],Footsteps,train,1.0
ESC50_000043,ESC50,datasets\ESC50\audio\1-155858-E-25.wav,1-155858-E-25.wav,['footsteps'],Footsteps,train,1.0
ESC50_000044,ESC50,datasets\ESC50\audio\1-155858-F-25.wav,1-155858-F-25.wav,['footsteps'],Footsteps,train,1.0
ESC50_000045,ESC50,datasets\ESC50\audio\1-15689-A-4.wav,1-15689-A-4.wav,['frog'],Wildlife,train,1.0
ESC50_000046,ESC50,datasets\ESC50\audio\1-15689-B-4.wav,1-15689-B-4.wav,['frog'],Wildlife,train,1.0
ESC50_000049,ESC50,datasets\ESC50\audio\1-16568-A-3.wav,1-16568-A-3.wav,['cow'],Wildlife,train,1.0
ESC50_000054,ESC50,datasets\ESC50\audio\1-17150-A-12.wav,1-17150-A-12.wav,['crackling_fire'],Fire,train,1.0
ESC50_000055,ESC50,datasets\ESC50\audio\1-172649-A-40.wav,1-172649-A-40.wav,['helicopter'],Vehicle,train,1.0
ESC50_000056,ESC50,datasets\ESC50\audio\1-172649-B-40.wav,1-172649-B-40.wav,['helicopter'],Vehicle,train,1.0
ESC50_000057,ESC50,datasets\ESC50\audio\1-172649-C-40.wav,1-172649-C-40.wav,['helicopter'],Vehicle,train,1.0
ESC50_000058,ESC50,datasets\ESC50\audio\1-172649-D-40.wav,1-172649-D-40.wav,['helicopter'],Vehicle,train,1.0
ESC50_000059,ESC50,datasets\ESC50\audio\1-172649-E-40.wav,1-172649-E-40.wav,['helicopter'],Vehicle,train,1.0
ESC50_000060,ESC50,datasets\ESC50\audio\1-172649-F-40.wav,1-172649-F-40.wav,['helicopter'],Vehicle,train,1.0
ESC50_000062,ESC50,datasets\ESC50\audio\1-17367-A-10.wav,1-17367-A-10.wav,['rain'],Rain,train,1.0
ESC50_000063,ESC50,datasets\ESC50\audio\1-17565-A-12.wav,1-17565-A-12.wav,['crackling_fire'],Fire,train,1.0
ESC50_000065,ESC50,datasets\ESC50\audio\1-17742-A-12.wav,1-17742-A-12.wav,['crackling_fire'],Fire,train,1.0
ESC50_000066,ESC50,datasets\ESC50\audio\1-17808-A-12.wav,1-17808-A-12.wav,['crackling_fire'],Fire,train,1.0
ESC50_000067,ESC50,datasets\ESC50\audio\1-17808-B-12.wav,1-17808-B-12.wav,['crackling_fire'],Fire,train,1.0
ESC50_000069,ESC50,datasets\ESC50\audio\1-17970-A-4.wav,1-17970-A-4.wav,['frog'],Wildlife,train,1.0
ESC50_000072,ESC50,datasets\ESC50\audio\1-181071-A-40.wav,1-181071-A-40.wav,['helicopter'],Vehicle,train,1.0
ESC50_000073,ESC50,datasets\ESC50\audio\1-181071-B-40.wav,1-181071-B-40.wav,['helicopter'],Vehicle,train,1.0
ESC50_000074,ESC50,datasets\ESC50\audio\1-18527-A-44.wav,1-18527-A-44.wav,['engine'],Vehicle,train,1.0
ESC50_000075,ESC50,datasets\ESC50\audio\1-18527-B-44.wav,1-18527-B-44.wav,['engine'],Vehicle,train,1.0
ESC50_000079,ESC50,datasets\ESC50\audio\1-18755-A-4.wav,1-18755-A-4.wav,['frog'],Wildlife,train,1.0
ESC50_000080,ESC50,datasets\ESC50\audio\1-18755-B-4.wav,1-18755-B-4.wav,['frog'],Wildlife,train,1.0
ESC50_000081,ESC50,datasets\ESC50\audio\1-18757-A-4.wav,1-18757-A-4.wav,['frog'],Wildlife,train,1.0
ESC50_000087,ESC50,datasets\ESC50\audio\1-196660-A-8.wav,1-196660-A-8.wav,['sheep'],Wildlife,train,1.0
ESC50_000088,ESC50,datasets\ESC50\audio\1-196660-B-8.wav,1-196660-B-8.wav,['sheep'],Wildlife,train,1.0
ESC50_000092,ESC50,datasets\ESC50\audio\1-19898-A-41.wav,1-19898-A-41.wav,['chainsaw'],Chainsaw,train,1.0
ESC50_000093,ESC50,datasets\ESC50\audio\1-19898-B-41.wav,1-19898-B-41.wav,['chainsaw'],Chainsaw,train,1.0
ESC50_000094,ESC50,datasets\ESC50\audio\1-19898-C-41.wav,1-19898-C-41.wav,['chainsaw'],Chainsaw,train,1.0
ESC50_000096,ESC50,datasets\ESC50\audio\1-202111-A-3.wav,1-202111-A-3.wav,['cow'],Wildlife,train,1.0
ESC50_000099,ESC50,datasets\ESC50\audio\1-208757-A-2.wav,1-208757-A-2.wav,['pig'],Wildlife,train,1.0
ESC50_000100,ESC50,datasets\ESC50\audio\1-208757-B-2.wav,1-208757-B-2.wav,['pig'],Wildlife,train,1.0
ESC50_000101,ESC50,datasets\ESC50\audio\1-208757-C-2.wav,1-208757-C-2.wav,['pig'],Wildlife,train,1.0
ESC50_000102,ESC50,datasets\ESC50\audio\1-208757-D-2.wav,1-208757-D-2.wav,['pig'],Wildlife,train,1.0
ESC50_000103,ESC50,datasets\ESC50\audio\1-208757-E-2.wav,1-208757-E-2.wav,['pig'],Wildlife,train,1.0
ESC50_000107,ESC50,datasets\ESC50\audio\1-21189-A-10.wav,1-21189-A-10.wav,['rain'],Rain,train,1.0
ESC50_000112,ESC50,datasets\ESC50\audio\1-223162-A-25.wav,1-223162-A-25.wav,['footsteps'],Footsteps,train,1.0
ESC50_000116,ESC50,datasets\ESC50\audio\1-22882-A-44.wav,1-22882-A-44.wav,['engine'],Vehicle,train,1.0
ESC50_000119,ESC50,datasets\ESC50\audio\1-23222-A-19.wav,1-23222-A-19.wav,['thunderstorm'],Thunderstorm,train,1.0
ESC50_000120,ESC50,datasets\ESC50\audio\1-23222-B-19.wav,1-23222-B-19.wav,['thunderstorm'],Thunderstorm,train,1.0
ESC50_000126,ESC50,datasets\ESC50\audio\1-24524-A-19.wav,1-24524-A-19.wav,['thunderstorm'],Thunderstorm,train,1.0
ESC50_000127,ESC50,datasets\ESC50\audio\1-24524-B-19.wav,1-24524-B-19.wav,['thunderstorm'],Thunderstorm,train,1.0
ESC50_000128,ESC50,datasets\ESC50\audio\1-24524-C-19.wav,1-24524-C-19.wav,['thunderstorm'],Thunderstorm,train,1.0
ESC50_000129,ESC50,datasets\ESC50\audio\1-24796-A-47.wav,1-24796-A-47.wav,['airplane'],Vehicle,train,1.0
ESC50_000133,ESC50,datasets\ESC50\audio\1-260640-A-2.wav,1-260640-A-2.wav,['pig'],Wildlife,train,1.0
ESC50_000134,ESC50,datasets\ESC50\audio\1-260640-B-2.wav,1-260640-B-2.wav,['pig'],Wildlife,train,1.0
ESC50_000135,ESC50,datasets\ESC50\audio\1-260640-C-2.wav,1-260640-C-2.wav,['pig'],Wildlife,train,1.0
ESC50_000140,ESC50,datasets\ESC50\audio\1-26222-A-10.wav,1-26222-A-10.wav,['rain'],Rain,train,1.0
ESC50_000141,ESC50,datasets\ESC50\audio\1-26806-A-1.wav,1-26806-A-1.wav,['rooster'],Bird,train,1.0
ESC50_000146,ESC50,datasets\ESC50\audio\1-27724-A-1.wav,1-27724-A-1.wav,['rooster'],Bird,train,1.0
ESC50_000151,ESC50,datasets\ESC50\audio\1-29532-A-16.wav,1-29532-A-16.wav,['wind'],Wind,train,1.0
ESC50_000152,ESC50,datasets\ESC50\audio\1-29561-A-10.wav,1-29561-A-10.wav,['rain'],Rain,train,1.0
ESC50_000157,ESC50,datasets\ESC50\audio\1-30226-A-0.wav,1-30226-A-0.wav,['dog'],Wildlife,train,1.0
ESC50_000158,ESC50,datasets\ESC50\audio\1-30344-A-0.wav,1-30344-A-0.wav,['dog'],Wildlife,train,1.0
ESC50_000165,ESC50,datasets\ESC50\audio\1-31482-A-42.wav,1-31482-A-42.wav,['siren'],EmergencyVehicle,train,1.0
ESC50_000166,ESC50,datasets\ESC50\audio\1-31482-B-42.wav,1-31482-B-42.wav,['siren'],EmergencyVehicle,train,1.0
ESC50_000168,ESC50,datasets\ESC50\audio\1-31836-A-4.wav,1-31836-A-4.wav,['frog'],Wildlife,train,1.0
ESC50_000169,ESC50,datasets\ESC50\audio\1-31836-B-4.wav,1-31836-B-4.wav,['frog'],Wildlife,train,1.0
ESC50_000170,ESC50,datasets\ESC50\audio\1-32318-A-0.wav,1-32318-A-0.wav,['dog'],Wildlife,train,1.0
ESC50_000175,ESC50,datasets\ESC50\audio\1-34094-A-5.wav,1-34094-A-5.wav,['cat'],Wildlife,train,1.0
ESC50_000176,ESC50,datasets\ESC50\audio\1-34094-B-5.wav,1-34094-B-5.wav,['cat'],Wildlife,train,1.0
ESC50_000177,ESC50,datasets\ESC50\audio\1-34119-A-1.wav,1-34119-A-1.wav,['rooster'],Bird,train,1.0
ESC50_000178,ESC50,datasets\ESC50\audio\1-34119-B-1.wav,1-34119-B-1.wav,['rooster'],Bird,train,1.0
ESC50_000179,ESC50,datasets\ESC50\audio\1-34495-A-14.wav,1-34495-A-14.wav,['chirping_birds'],Bird,train,1.0
ESC50_000180,ESC50,datasets\ESC50\audio\1-34497-A-14.wav,1-34497-A-14.wav,['chirping_birds'],Bird,train,1.0
ESC50_000189,ESC50,datasets\ESC50\audio\1-36929-A-47.wav,1-36929-A-47.wav,['airplane'],Vehicle,train,1.0
ESC50_000191,ESC50,datasets\ESC50\audio\1-38559-A-14.wav,1-38559-A-14.wav,['chirping_birds'],Bird,train,1.0
ESC50_000192,ESC50,datasets\ESC50\audio\1-38560-A-14.wav,1-38560-A-14.wav,['chirping_birds'],Bird,train,1.0
ESC50_000193,ESC50,datasets\ESC50\audio\1-39835-A-9.wav,1-39835-A-9.wav,['crow'],Bird,train,1.0
ESC50_000194,ESC50,datasets\ESC50\audio\1-39835-B-9.wav,1-39835-B-9.wav,['crow'],Bird,train,1.0
ESC50_000197,ESC50,datasets\ESC50\audio\1-39923-A-1.wav,1-39923-A-1.wav,['rooster'],Bird,train,1.0
ESC50_000201,ESC50,datasets\ESC50\audio\1-40730-A-1.wav,1-40730-A-1.wav,['rooster'],Bird,train,1.0
ESC50_000204,ESC50,datasets\ESC50\audio\1-4211-A-12.wav,1-4211-A-12.wav,['crackling_fire'],Fire,train,1.0
ESC50_000206,ESC50,datasets\ESC50\audio\1-43382-A-1.wav,1-43382-A-1.wav,['rooster'],Bird,train,1.0
ESC50_000209,ESC50,datasets\ESC50\audio\1-43807-A-47.wav,1-43807-A-47.wav,['airplane'],Vehicle,train,1.0
ESC50_000210,ESC50,datasets\ESC50\audio\1-43807-B-47.wav,1-43807-B-47.wav,['airplane'],Vehicle,train,1.0
ESC50_000211,ESC50,datasets\ESC50\audio\1-43807-C-47.wav,1-43807-C-47.wav,['airplane'],Vehicle,train,1.0
ESC50_000212,ESC50,datasets\ESC50\audio\1-43807-D-47.wav,1-43807-D-47.wav,['airplane'],Vehicle,train,1.0
ESC50_000213,ESC50,datasets\ESC50\audio\1-44831-A-1.wav,1-44831-A-1.wav,['rooster'],Bird,train,1.0
ESC50_000216,ESC50,datasets\ESC50\audio\1-46040-A-14.wav,1-46040-A-14.wav,['chirping_birds'],Bird,train,1.0
ESC50_000217,ESC50,datasets\ESC50\audio\1-46272-A-12.wav,1-46272-A-12.wav,['crackling_fire'],Fire,train,1.0
ESC50_000223,ESC50,datasets\ESC50\audio\1-47250-A-41.wav,1-47250-A-41.wav,['chainsaw'],Chainsaw,train,1.0
ESC50_000224,ESC50,datasets\ESC50\audio\1-47250-B-41.wav,1-47250-B-41.wav,['chainsaw'],Chainsaw,train,1.0
ESC50_000227,ESC50,datasets\ESC50\audio\1-47709-A-16.wav,1-47709-A-16.wav,['wind'],Wind,train,1.0
ESC50_000228,ESC50,datasets\ESC50\audio\1-47714-A-16.wav,1-47714-A-16.wav,['wind'],Wind,train,1.0
ESC50_000229,ESC50,datasets\ESC50\audio\1-47819-A-5.wav,1-47819-A-5.wav,['cat'],Wildlife,train,1.0
ESC50_000230,ESC50,datasets\ESC50\audio\1-47819-B-5.wav,1-47819-B-5.wav,['cat'],Wildlife,train,1.0
ESC50_000231,ESC50,datasets\ESC50\audio\1-47819-C-5.wav,1-47819-C-5.wav,['cat'],Wildlife,train,1.0
ESC50_000236,ESC50,datasets\ESC50\audio\1-49409-A-8.wav,1-49409-A-8.wav,['sheep'],Wildlife,train,1.0
ESC50_000237,ESC50,datasets\ESC50\audio\1-49409-B-8.wav,1-49409-B-8.wav,['sheep'],Wildlife,train,1.0
ESC50_000238,ESC50,datasets\ESC50\audio\1-50060-A-10.wav,1-50060-A-10.wav,['rain'],Rain,train,1.0
ESC50_000239,ESC50,datasets\ESC50\audio\1-50454-A-44.wav,1-50454-A-44.wav,['engine'],Vehicle,train,1.0
ESC50_000240,ESC50,datasets\ESC50\audio\1-50455-A-44.wav,1-50455-A-44.wav,['engine'],Vehicle,train,1.0
ESC50_000243,ESC50,datasets\ESC50\audio\1-50661-A-44.wav,1-50661-A-44.wav,['engine'],Vehicle,train,1.0
ESC50_000245,ESC50,datasets\ESC50\audio\1-51035-A-16.wav,1-51035-A-16.wav,['wind'],Wind,train,1.0
ESC50_000246,ESC50,datasets\ESC50\audio\1-51036-A-16.wav,1-51036-A-16.wav,['wind'],Wind,train,1.0
ESC50_000247,ESC50,datasets\ESC50\audio\1-51037-A-16.wav,1-51037-A-16.wav,['wind'],Wind,train,1.0
ESC50_000248,ESC50,datasets\ESC50\audio\1-51147-A-25.wav,1-51147-A-25.wav,['footsteps'],Footsteps,train,1.0
ESC50_000264,ESC50,datasets\ESC50\audio\1-53467-A-47.wav,1-53467-A-47.wav,['airplane'],Vehicle,train,1.0
ESC50_000268,ESC50,datasets\ESC50\audio\1-54065-A-45.wav,1-54065-A-45.wav,['train'],Vehicle,train,1.0
ESC50_000269,ESC50,datasets\ESC50\audio\1-54065-B-45.wav,1-54065-B-45.wav,['train'],Vehicle,train,1.0
ESC50_000270,ESC50,datasets\ESC50\audio\1-54084-A-42.wav,1-54084-A-42.wav,['siren'],EmergencyVehicle,train,1.0
ESC50_000274,ESC50,datasets\ESC50\audio\1-54918-A-14.wav,1-54918-A-14.wav,['chirping_birds'],Bird,train,1.0
ESC50_000275,ESC50,datasets\ESC50\audio\1-54918-B-14.wav,1-54918-B-14.wav,['chirping_birds'],Bird,train,1.0
ESC50_000276,ESC50,datasets\ESC50\audio\1-54958-A-10.wav,1-54958-A-10.wav,['rain'],Rain,train,1.0
ESC50_000277,ESC50,datasets\ESC50\audio\1-56233-A-9.wav,1-56233-A-9.wav,['crow'],Bird,train,1.0
ESC50_000278,ESC50,datasets\ESC50\audio\1-56234-A-9.wav,1-56234-A-9.wav,['crow'],Bird,train,1.0
ESC50_000281,ESC50,datasets\ESC50\audio\1-56311-A-10.wav,1-56311-A-10.wav,['rain'],Rain,train,1.0
ESC50_000282,ESC50,datasets\ESC50\audio\1-56380-A-5.wav,1-56380-A-5.wav,['cat'],Wildlife,train,1.0
ESC50_000283,ESC50,datasets\ESC50\audio\1-56380-B-5.wav,1-56380-B-5.wav,['cat'],Wildlife,train,1.0
ESC50_000288,ESC50,datasets\ESC50\audio\1-57795-A-8.wav,1-57795-A-8.wav,['sheep'],Wildlife,train,1.0
ESC50_000289,ESC50,datasets\ESC50\audio\1-58277-A-3.wav,1-58277-A-3.wav,['cow'],Wildlife,train,1.0
ESC50_000296,ESC50,datasets\ESC50\audio\1-59513-A-0.wav,1-59513-A-0.wav,['dog'],Wildlife,train,1.0
ESC50_000305,ESC50,datasets\ESC50\audio\1-61261-A-44.wav,1-61261-A-44.wav,['engine'],Vehicle,train,1.0
ESC50_000307,ESC50,datasets\ESC50\audio\1-62509-A-45.wav,1-62509-A-45.wav,['train'],Vehicle,train,1.0
ESC50_000308,ESC50,datasets\ESC50\audio\1-62565-A-44.wav,1-62565-A-44.wav,['engine'],Vehicle,train,1.0
ESC50_000313,ESC50,datasets\ESC50\audio\1-63871-A-10.wav,1-63871-A-10.wav,['rain'],Rain,train,1.0
ESC50_000314,ESC50,datasets\ESC50\audio\1-64398-A-41.wav,1-64398-A-41.wav,['chainsaw'],Chainsaw,train,1.0
ESC50_000315,ESC50,datasets\ESC50\audio\1-64398-B-41.wav,1-64398-B-41.wav,['chainsaw'],Chainsaw,train,1.0
ESC50_000316,ESC50,datasets\ESC50\audio\1-64473-A-45.wav,1-64473-A-45.wav,['train'],Vehicle,train,1.0
ESC50_000326,ESC50,datasets\ESC50\audio\1-69422-A-3.wav,1-69422-A-3.wav,['cow'],Wildlife,train,1.0
ESC50_000327,ESC50,datasets\ESC50\audio\1-69641-A-3.wav,1-69641-A-3.wav,['cow'],Wildlife,train,1.0
ESC50_000328,ESC50,datasets\ESC50\audio\1-69760-A-16.wav,1-69760-A-16.wav,['wind'],Wind,train,1.0
ESC50_000329,ESC50,datasets\ESC50\audio\1-70300-A-45.wav,1-70300-A-45.wav,['train'],Vehicle,train,1.0
ESC50_000330,ESC50,datasets\ESC50\audio\1-7057-A-12.wav,1-7057-A-12.wav,['crackling_fire'],Fire,train,1.0
ESC50_000341,ESC50,datasets\ESC50\audio\1-75162-A-9.wav,1-75162-A-9.wav,['crow'],Bird,train,1.0
ESC50_000343,ESC50,datasets\ESC50\audio\1-75190-A-8.wav,1-75190-A-8.wav,['sheep'],Wildlife,train,1.0
ESC50_000344,ESC50,datasets\ESC50\audio\1-76831-A-42.wav,1-76831-A-42.wav,['siren'],EmergencyVehicle,train,1.0
ESC50_000345,ESC50,datasets\ESC50\audio\1-76831-B-42.wav,1-76831-B-42.wav,['siren'],EmergencyVehicle,train,1.0
ESC50_000346,ESC50,datasets\ESC50\audio\1-76831-C-42.wav,1-76831-C-42.wav,['siren'],EmergencyVehicle,train,1.0
ESC50_000347,ESC50,datasets\ESC50\audio\1-76831-D-42.wav,1-76831-D-42.wav,['siren'],EmergencyVehicle,train,1.0
ESC50_000348,ESC50,datasets\ESC50\audio\1-76831-E-42.wav,1-76831-E-42.wav,['siren'],EmergencyVehicle,train,1.0
ESC50_000349,ESC50,datasets\ESC50\audio\1-77160-A-3.wav,1-77160-A-3.wav,['cow'],Wildlife,train,1.0
ESC50_000350,ESC50,datasets\ESC50\audio\1-77241-A-3.wav,1-77241-A-3.wav,['cow'],Wildlife,train,1.0
ESC50_000351,ESC50,datasets\ESC50\audio\1-79113-A-5.wav,1-79113-A-5.wav,['cat'],Wildlife,train,1.0
ESC50_000364,ESC50,datasets\ESC50\audio\1-81269-A-3.wav,1-81269-A-3.wav,['cow'],Wildlife,train,1.0
ESC50_000375,ESC50,datasets\ESC50\audio\1-85362-A-0.wav,1-85362-A-0.wav,['dog'],Wildlife,train,1.0
ESC50_000378,ESC50,datasets\ESC50\audio\1-88409-A-45.wav,1-88409-A-45.wav,['train'],Vehicle,train,1.0
ESC50_000379,ESC50,datasets\ESC50\audio\1-88409-B-45.wav,1-88409-B-45.wav,['train'],Vehicle,train,1.0
ESC50_000380,ESC50,datasets\ESC50\audio\1-88574-A-8.wav,1-88574-A-8.wav,['sheep'],Wildlife,train,1.0
ESC50_000385,ESC50,datasets\ESC50\audio\1-94036-A-22.wav,1-94036-A-22.wav,['clapping'],Speech,train,1.0
ESC50_000390,ESC50,datasets\ESC50\audio\1-96950-A-9.wav,1-96950-A-9.wav,['crow'],Bird,train,1.0
ESC50_000391,ESC50,datasets\ESC50\audio\1-96950-B-9.wav,1-96950-B-9.wav,['crow'],Bird,train,1.0
ESC50_000392,ESC50,datasets\ESC50\audio\1-97392-A-0.wav,1-97392-A-0.wav,['dog'],Wildlife,train,1.0
ESC50_000401,ESC50,datasets\ESC50\audio\2-100786-A-1.wav,2-100786-A-1.wav,['rooster'],Bird,train,2.0
ESC50_000402,ESC50,datasets\ESC50\audio\2-101676-A-10.wav,2-101676-A-10.wav,['rain'],Rain,train,2.0
ESC50_000419,ESC50,datasets\ESC50\audio\2-103423-A-3.wav,2-103423-A-3.wav,['cow'],Wildlife,train,2.0
ESC50_000420,ESC50,datasets\ESC50\audio\2-103424-A-3.wav,2-103424-A-3.wav,['cow'],Wildlife,train,2.0
ESC50_000421,ESC50,datasets\ESC50\audio\2-103426-A-3.wav,2-103426-A-3.wav,['cow'],Wildlife,train,2.0
ESC50_000422,ESC50,datasets\ESC50\audio\2-103427-A-3.wav,2-103427-A-3.wav,['cow'],Wildlife,train,2.0
ESC50_000423,ESC50,datasets\ESC50\audio\2-103428-A-3.wav,2-103428-A-3.wav,['cow'],Wildlife,train,2.0
ESC50_000424,ESC50,datasets\ESC50\audio\2-104105-A-19.wav,2-104105-A-19.wav,['thunderstorm'],Thunderstorm,train,2.0
ESC50_000425,ESC50,datasets\ESC50\audio\2-104105-B-19.wav,2-104105-B-19.wav,['thunderstorm'],Thunderstorm,train,2.0
ESC50_000429,ESC50,datasets\ESC50\audio\2-104877-A-3.wav,2-104877-A-3.wav,['cow'],Wildlife,train,2.0
ESC50_000430,ESC50,datasets\ESC50\audio\2-104952-A-16.wav,2-104952-A-16.wav,['wind'],Wind,train,2.0
ESC50_000431,ESC50,datasets\ESC50\audio\2-104952-B-16.wav,2-104952-B-16.wav,['wind'],Wind,train,2.0
ESC50_000432,ESC50,datasets\ESC50\audio\2-105270-A-47.wav,2-105270-A-47.wav,['airplane'],Vehicle,train,2.0
ESC50_000433,ESC50,datasets\ESC50\audio\2-106014-A-44.wav,2-106014-A-44.wav,['engine'],Vehicle,train,2.0
ESC50_000434,ESC50,datasets\ESC50\audio\2-106015-A-44.wav,2-106015-A-44.wav,['engine'],Vehicle,train,2.0
ESC50_000435,ESC50,datasets\ESC50\audio\2-106015-B-44.wav,2-106015-B-44.wav,['engine'],Vehicle,train,2.0
ESC50_000439,ESC50,datasets\ESC50\audio\2-106486-A-44.wav,2-106486-A-44.wav,['engine'],Vehicle,train,2.0
ESC50_000440,ESC50,datasets\ESC50\audio\2-106487-A-44.wav,2-106487-A-44.wav,['engine'],Vehicle,train,2.0
ESC50_000441,ESC50,datasets\ESC50\audio\2-106849-A-47.wav,2-106849-A-47.wav,['airplane'],Vehicle,train,2.0
ESC50_000443,ESC50,datasets\ESC50\audio\2-107228-A-44.wav,2-107228-A-44.wav,['engine'],Vehicle,train,2.0
ESC50_000444,ESC50,datasets\ESC50\audio\2-107228-B-44.wav,2-107228-B-44.wav,['engine'],Vehicle,train,2.0
ESC50_000448,ESC50,datasets\ESC50\audio\2-108760-A-14.wav,2-108760-A-14.wav,['chirping_birds'],Bird,train,2.0
ESC50_000449,ESC50,datasets\ESC50\audio\2-108760-B-14.wav,2-108760-B-14.wav,['chirping_birds'],Bird,train,2.0
ESC50_000450,ESC50,datasets\ESC50\audio\2-108761-A-14.wav,2-108761-A-14.wav,['chirping_birds'],Bird,train,2.0
ESC50_000451,ESC50,datasets\ESC50\audio\2-108763-A-9.wav,2-108763-A-9.wav,['crow'],Bird,train,2.0
ESC50_000452,ESC50,datasets\ESC50\audio\2-108766-A-9.wav,2-108766-A-9.wav,['crow'],Bird,train,2.0
ESC50_000453,ESC50,datasets\ESC50\audio\2-108767-A-9.wav,2-108767-A-9.wav,['crow'],Bird,train,2.0
ESC50_000454,ESC50,datasets\ESC50\audio\2-108767-B-9.wav,2-108767-B-9.wav,['crow'],Bird,train,2.0
ESC50_000455,ESC50,datasets\ESC50\audio\2-108767-C-9.wav,2-108767-C-9.wav,['crow'],Bird,train,2.0
ESC50_000456,ESC50,datasets\ESC50\audio\2-109231-A-9.wav,2-109231-A-9.wav,['crow'],Bird,train,2.0
ESC50_000457,ESC50,datasets\ESC50\audio\2-109231-B-9.wav,2-109231-B-9.wav,['crow'],Bird,train,2.0
ESC50_000458,ESC50,datasets\ESC50\audio\2-109231-C-9.wav,2-109231-C-9.wav,['crow'],Bird,train,2.0
ESC50_000460,ESC50,datasets\ESC50\audio\2-109371-A-16.wav,2-109371-A-16.wav,['wind'],Wind,train,2.0
ESC50_000461,ESC50,datasets\ESC50\audio\2-109371-B-16.wav,2-109371-B-16.wav,['wind'],Wind,train,2.0
ESC50_000462,ESC50,datasets\ESC50\audio\2-109371-C-16.wav,2-109371-C-16.wav,['wind'],Wind,train,2.0
ESC50_000463,ESC50,datasets\ESC50\audio\2-109371-D-16.wav,2-109371-D-16.wav,['wind'],Wind,train,2.0
ESC50_000464,ESC50,datasets\ESC50\audio\2-109374-A-16.wav,2-109374-A-16.wav,['wind'],Wind,train,2.0
ESC50_000468,ESC50,datasets\ESC50\audio\2-110010-A-5.wav,2-110010-A-5.wav,['cat'],Wildlife,train,2.0
ESC50_000469,ESC50,datasets\ESC50\audio\2-110011-A-5.wav,2-110011-A-5.wav,['cat'],Wildlife,train,2.0
ESC50_000473,ESC50,datasets\ESC50\audio\2-110614-A-8.wav,2-110614-A-8.wav,['sheep'],Wildlife,train,2.0
ESC50_000474,ESC50,datasets\ESC50\audio\2-110614-B-8.wav,2-110614-B-8.wav,['sheep'],Wildlife,train,2.0
