sample_id,dataset,filepath,filename,original_label,unified_label,split,fold
UrbanSound8K_008423,UrbanSound8K,datasets\urbansound8k\Extracted\UrbanSound8K\audio\fold3\42117-8-0-9.wav,42117-8-0-9.wav,['siren'],EmergencyVehicle,train,3.0
FSD50K_025164,FSD50K,datasets\FSD50K\Extracted\FSD50K.dev_audio\389300.wav,389300.wav,['Walk_and_footsteps'],Footsteps,train,
Animals_089940,Animals,datasets\Animals\Animal-SDataset\Sheep\koyun_31.wav,koyun_31.wav,['Sheep'],Wildlife,train,
UrbanSound8K_007474,UrbanSound8K,datasets\urbansound8k\Extracted\UrbanSound8K\audio\fold4\206037-2-0-38.wav,206037-2-0-38.wav,['children_playing'],Human,train,4.0
FSD50K_014481,FSD50K,datasets\FSD50K\Extracted\FSD50K.dev_audio\35439.wav,35439.wav,['Alarm'],EmergencyVehicle,train,
FSD50K_014875,FSD50K,datasets\FSD50K\Extracted\FSD50K.dev_audio\237150.wav,237150.wav,"['Chirp_and_tweet', 'Slam', 'Door', 'Car', 'Domestic_sounds_and_home_sounds', 'Motor_vehicle_(road)', 'Vehicle', 'Bird_vocalization_and_bird_call_and_bird_song', 'Bird', 'Wild_animals', 'Animal']",Bird,train,
Animals_089583,Animals,datasets\Animals\Animal-SDataset\Cow\inek_75.wav,inek_75.wav,['Cow'],Wildlife,train,
Emergency_051744,Emergency,datasets\emergency\Extracted\Emergency Vehicle Sirens\ambulance140.wav,ambulance140.wav,['Ambulance'],EmergencyVehicle,train,
FSD50K_036289,FSD50K,datasets\FSD50K\Extracted\FSD50K.dev_audio\391630.wav,391630.wav,"['Singing', 'Musical_instrument', 'Human_voice', 'Music']",Human,train,
FSD50K_029705,FSD50K,datasets\FSD50K\Extracted\FSD50K.dev_audio\124129.wav,124129.wav,"['Thunder', 'Thunderstorm']",Thunderstorm,train,
BirdCLEF2026_085673,BirdCLEF2026,datasets\BirdCLEF\birdclef-2026\train_audio\undtin1\XC387954.ogg,XC387954.ogg,['Aves'],Bird,train,
FSD50K_025269,FSD50K,datasets\FSD50K\Extracted\FSD50K.dev_audio\428513.wav,428513.wav,['Walk_and_footsteps'],Footsteps,train,
ESC50_001835,ESC50,datasets\ESC50\audio\5-217186-C-16.wav,5-217186-C-16.wav,['wind'],Wind,train,5.0
FSD50K_034823,FSD50K,datasets\FSD50K\Extracted\FSD50K.dev_audio\404327.wav,404327.wav,['Human_voice'],Human,val,
FSD50K_025229,FSD50K,datasets\FSD50K\Extracted\FSD50K.dev_audio\337280.wav,337280.wav,['Walk_and_footsteps'],Footsteps,train,
BirdCLEF2026_072481,BirdCLEF2026,datasets\BirdCLEF\birdclef-2026\train_audio\pirfly1\XC275476.ogg,XC275476.ogg,['Aves'],Bird,train,
UrbanSound8K_004411,UrbanSound8K,datasets\urbansound8k\Extracted\UrbanSound8K\audio\fold2\156893-7-0-0.wav,156893-7-0-0.wav,['jackhammer'],Jackhammer,train,2.0
Emergency_052425,Emergency,datasets\emergency\Extracted\Emergency Vehicle Sirens\ambulance754.wav,ambulance754.wav,['Ambulance'],EmergencyVehicle,train,
FSD50K_030088,FSD50K,datasets\FSD50K\Extracted\FSD50K.dev_audio\220817.wav,220817.wav,"['Screaming', 'Yell', 'Human_voice', 'Shout']",Human,train,
FSD50K_037493,FSD50K,datasets\FSD50K\Extracted\FSD50K.dev_audio\401558.wav,401558.wav,"['Engine_starting', 'Car', 'Motor_vehicle_(road)', 'Vehicle', 'Engine']",Vehicle,train,
BirdCLEF2026_053928,BirdCLEF2026,datasets\BirdCLEF\birdclef-2026\train_audio\244024\iNat761919.ogg,iNat761919.ogg,['Insecta'],Insects,train,
Animals_089786,Animals,datasets\Animals\Animal-SDataset\Donkey\esek_1.wav,esek_1.wav,['Donkey'],Wildlife,train,
ESC50_001053,ESC50,datasets\ESC50\audio\3-157492-A-45.wav,3-157492-A-45.wav,['train'],Vehicle,train,3.0
BirdCLEF2026_075098,BirdCLEF2026,datasets\BirdCLEF\birdclef-2026\train_audio\rubthr1\iNat1657041.ogg,iNat1657041.ogg,['Aves'],Bird,train,
FSD50K_012628,FSD50K,datasets\FSD50K\Extracted\FSD50K.dev_audio\351301.wav,351301.wav,['Animal'],Wildlife,train,
FSD50K_047788,FSD50K,datasets\FSD50K\Extracted\FSD50K.dev_audio\161115.wav,161115.wav,"['Fixed-wing_aircraft_and_airplane', 'Aircraft', 'Vehicle']",Vehicle,train,
ESC50_001580,ESC50,datasets\ESC50\audio\4-250869-C-2.wav,4-250869-C-2.wav,['pig'],Wildlife,train,4.0
FSD50K_043565,FSD50K,datasets\FSD50K\Extracted\FSD50K.dev_audio\181583.wav,181583.wav,['Run'],Footsteps,train,
Emergency_052004,Emergency,datasets\emergency\Extracted\Emergency Vehicle Sirens\ambulance375.wav,ambulance375.wav,['Ambulance'],EmergencyVehicle,train,
FSD50K_034730,FSD50K,datasets\FSD50K\Extracted\FSD50K.dev_audio\49462.wav,49462.wav,['Human_voice'],Human,train,
Emergency_052423,Emergency,datasets\emergency\Extracted\Emergency Vehicle Sirens\ambulance752.wav,ambulance752.wav,['Ambulance'],EmergencyVehicle,train,
FSD50K_045640,FSD50K,datasets\FSD50K\Extracted\FSD50K.dev_audio\106744.wav,106744.wav,"['Telephone', 'Alarm']",EmergencyVehicle,train,
BirdCLEF2026_082813,BirdCLEF2026,datasets\BirdCLEF\birdclef-2026\train_audio\stbwoo2\XC244913.ogg,XC244913.ogg,['Aves'],Bird,train,
FSD50K_017389,FSD50K,datasets\FSD50K\Extracted\FSD50K.dev_audio\236237.wav,236237.wav,"['Bark', 'Dog', 'Domestic_animals_and_pets', 'Animal']",Wildlife,train,
FSD50K_012926,FSD50K,datasets\FSD50K\Extracted\FSD50K.dev_audio\93883.wav,93883.wav,"['Male_speech_and_man_speaking', 'Speech', 'Human_voice']",Human,train,
UrbanSound8K_005359,UrbanSound8K,datasets\urbansound8k\Extracted\UrbanSound8K\audio\fold3\169044-2-0-13.wav,169044-2-0-13.wav,['children_playing'],Human,train,3.0
BirdCLEF2026_083852,BirdCLEF2026,datasets\BirdCLEF\birdclef-2026\train_audio\swtman1\XC709220.ogg,XC709220.ogg,['Aves'],Bird,train,
FSD50K_036261,FSD50K,datasets\FSD50K\Extracted\FSD50K.dev_audio\256380.wav,256380.wav,"['Singing', 'Human_voice']",Human,train,
Emergency_051818,Emergency,datasets\emergency\Extracted\Emergency Vehicle Sirens\ambulance207.wav,ambulance207.wav,['Ambulance'],EmergencyVehicle,train,
FSD50K_043087,FSD50K,datasets\FSD50K\Extracted\FSD50K.dev_audio\272404.wav,272404.wav,"['Car_passing_by', 'Car', 'Motor_vehicle_(road)', 'Vehicle']",Vehicle,train,
FSD50K_034607,FSD50K,datasets\FSD50K\Extracted\FSD50K.dev_audio\343981.wav,343981.wav,"['Laughter', 'Human_voice']",Human,train,
FSD50K_046070,FSD50K,datasets\FSD50K\Extracted\FSD50K.dev_audio\105156.wav,105156.wav,"['Bicycle', 'Vehicle']",Vehicle,train,
Animals_089615,Animals,datasets\Animals\Animal-SDataset\Dog\dog_125.wav,dog_125.wav,['Dog'],Wildlife,train,
FSD50K_027924,FSD50K,datasets\FSD50K\Extracted\FSD50K.dev_audio\20048.wav,20048.wav,"['Thunder', 'Rain', 'Water', 'Thunderstorm']",Thunderstorm,train,
FSD50K_045329,FSD50K,datasets\FSD50K\Extracted\FSD50K.dev_audio\200335.wav,200335.wav,"['Chicken_and_rooster', 'Fowl', 'Livestock_and_farm_animals_and_working_animals', 'Animal']",Wildlife,train,
FSD50K_048795,FSD50K,datasets\FSD50K\Extracted\FSD50K.dev_audio\79669.wav,79669.wav,"['Conversation', 'Speech', 'Human_voice']",Human,train,
Emergency_051845,Emergency,datasets\emergency\Extracted\Emergency Vehicle Sirens\ambulance231.wav,ambulance231.wav,['Ambulance'],EmergencyVehicle,train,
UrbanSound8K_005677,UrbanSound8K,datasets\urbansound8k\Extracted\UrbanSound8K\audio\fold5\17578-5-0-21.wav,17578-5-0-21.wav,['engine_idling'],Vehicle,train,5.0
FSD50K_028220,FSD50K,datasets\FSD50K\Extracted\FSD50K.dev_audio\202752.wav,202752.wav,"['Drill', 'Power_tool', 'Tools']",Drill,train,
FSD50K_043414,FSD50K,datasets\FSD50K\Extracted\FSD50K.dev_audio\170505.wav,170505.wav,['Run'],Footsteps,train,
UrbanSound8K_006892,UrbanSound8K,datasets\urbansound8k\Extracted\UrbanSound8K\audio\fold6\193697-2-0-90.wav,193697-2-0-90.wav,['children_playing'],Human,train,6.0
FSD50K_024405,FSD50K,datasets\FSD50K\Extracted\FSD50K.dev_audio\334932.wav,334932.wav,['Fire'],Fire,train,
FSD50K_019736,FSD50K,datasets\FSD50K\Extracted\FSD50K.dev_audio\113211.wav,113211.wav,"['Engine', 'Vehicle']",Vehicle,train,
FSD50K_025336,FSD50K,datasets\FSD50K\Extracted\FSD50K.dev_audio\35534.wav,35534.wav,['Walk_and_footsteps'],Footsteps,train,
FSD50K_030367,FSD50K,datasets\FSD50K\Extracted\FSD50K.dev_audio\66099.wav,66099.wav,"['Train', 'Rail_transport', 'Vehicle']",Vehicle,train,
BirdCLEF2026_062929,BirdCLEF2026,datasets\BirdCLEF\birdclef-2026\train_audio\eulfly1\XC914914.ogg,XC914914.ogg,['Aves'],Bird,train,
FSD50K_034696,FSD50K,datasets\FSD50K\Extracted\FSD50K.dev_audio\67722.wav,67722.wav,['Human_voice'],Human,train,
FSD50K_029803,FSD50K,datasets\FSD50K\Extracted\FSD50K.dev_audio\37348.wav,37348.wav,"['Thunder', 'Thunderstorm']",Thunderstorm,train,
BirdCLEF2026_071487,BirdCLEF2026,datasets\BirdCLEF\birdclef-2026\train_audio\pabspi1\XC302159.ogg,XC302159.ogg,['Aves'],Bird,train,
FSD50K_030209,FSD50K,datasets\FSD50K\Extracted\FSD50K.dev_audio\381894.wav,381894.wav,"['Screaming', 'Human_voice']",Human,train,
FSD50K_047435,FSD50K,datasets\FSD50K\Extracted\FSD50K.dev_audio\53379.wav,53379.wav,"['Motorcycle', 'Motor_vehicle_(road)', 'Vehicle']",Vehicle,train,
FSD50K_025252,FSD50K,datasets\FSD50K\Extracted\FSD50K.dev_audio\188848.wav,188848.wav,['Walk_and_footsteps'],Footsteps,train,
FSD50K_048176,FSD50K,datasets\FSD50K\Extracted\FSD50K.dev_audio\92918.wav,92918.wav,"['Child_speech_and_kid_speaking', 'Speech', 'Human_voice']",Human,train,
UrbanSound8K_008035,UrbanSound8K,datasets\urbansound8k\Extracted\UrbanSound8K\audio\fold6\30206-7-0-30.wav,30206-7-0-30.wav,['jackhammer'],Jackhammer,train,6.0
BirdCLEF2026_065803,BirdCLEF2026,datasets\BirdCLEF\birdclef-2026\train_audio\grekis\XC955494.ogg,XC955494.ogg,['Aves'],Bird,train,
FSD50K_036362,FSD50K,datasets\FSD50K\Extracted\FSD50K.dev_audio\183145.wav,183145.wav,"['Singing', 'Human_voice']",Human,train,
UrbanSound8K_005152,UrbanSound8K,datasets\urbansound8k\Extracted\UrbanSound8K\audio\fold1\165642-4-0-0.wav,165642-4-0-0.wav,['drilling'],Drill,train,1.0
UrbanSound8K_008581,UrbanSound8K,datasets\urbansound8k\Extracted\UrbanSound8K\audio\fold7\49313-2-0-9.wav,49313-2-0-9.wav,['children_playing'],Human,train,7.0
UrbanSound8K_009185,UrbanSound8K,datasets\urbansound8k\Extracted\UrbanSound8K\audio\fold3\63095-4-1-10.wav,63095-4-1-10.wav,['drilling'],Drill,train,3.0
BirdCLEF2026_055958,BirdCLEF2026,datasets\BirdCLEF\birdclef-2026\train_audio\batbel1\iNat560816.ogg,iNat560816.ogg,['Aves'],Bird,train,
FSD50K_019811,FSD50K,datasets\FSD50K\Extracted\FSD50K.dev_audio\340720.wav,340720.wav,['Engine'],Vehicle,train,
FSD50K_031606,FSD50K,datasets\FSD50K\Extracted\FSD50K.dev_audio\327094.wav,327094.wav,"['Stream', 'Water']",Water,train,
UrbanSound8K_004865,UrbanSound8K,datasets\urbansound8k\Extracted\UrbanSound8K\audio\fold8\161129-4-0-8.wav,161129-4-0-8.wav,['drilling'],Drill,train,8.0
FSD50K_034361,FSD50K,datasets\FSD50K\Extracted\FSD50K.dev_audio\196071.wav,196071.wav,"['Laughter', 'Human_voice']",Human,train,
FSD50K_048856,FSD50K,datasets\FSD50K\Extracted\FSD50K.dev_audio\165408.wav,165408.wav,"['Bus', 'Motor_vehicle_(road)', 'Vehicle']",Vehicle,train,
FSD50K_046026,FSD50K,datasets\FSD50K\Extracted\FSD50K.dev_audio\32849.wav,32849.wav,"['Bicycle', 'Vehicle']",Vehicle,train,
FSD50K_045367,FSD50K,datasets\FSD50K\Extracted\FSD50K.dev_audio\162571.wav,162571.wav,"['Chicken_and_rooster', 'Fowl', 'Livestock_and_farm_animals_and_working_animals', 'Animal']",Wildlife,train,
BirdCLEF2026_086125,BirdCLEF2026,datasets\BirdCLEF\birdclef-2026\train_audio\watjac1\XC496438.ogg,XC496438.ogg,['Aves'],Bird,train,
BirdCLEF2026_056054,BirdCLEF2026,datasets\BirdCLEF\birdclef-2026\train_audio\batbel1\XC753364.ogg,XC753364.ogg,['Aves'],Bird,train,
FSD50K_048337,FSD50K,datasets\FSD50K\Extracted\FSD50K.dev_audio\337472.wav,337472.wav,"['Gurgling', 'Water']",Water,train,
FSD50K_036668,FSD50K,datasets\FSD50K\Extracted\FSD50K.dev_audio\432884.wav,432884.wav,"['Shout', 'Human_voice']",Human,train,
BirdCLEF2026_077779,BirdCLEF2026,datasets\BirdCLEF\birdclef-2026\train_audio\saytan1\iNat1390811.ogg,iNat1390811.ogg,['Aves'],Bird,train,
UrbanSound8K_007840,UrbanSound8K,datasets\urbansound8k\Extracted\UrbanSound8K\audio\fold4\24347-8-0-88.wav,24347-8-0-88.wav,['siren'],EmergencyVehicle,train,4.0
UrbanSound8K_007668,UrbanSound8K,datasets\urbansound8k\Extracted\UrbanSound8K\audio\fold4\22883-7-37-0.wav,22883-7-37-0.wav,['jackhammer'],Jackhammer,train,4.0
FSD50K_036641,FSD50K,datasets\FSD50K\Extracted\FSD50K.dev_audio\343966.wav,343966.wav,"['Yell', 'Shout', 'Human_voice']",Human,train,
FSD50K_012474,FSD50K,datasets\FSD50K\Extracted\FSD50K.dev_audio\323396.wav,323396.wav,['Water'],Water,train,
FSD50K_027495,FSD50K,datasets\FSD50K\Extracted\FSD50K.dev_audio\146975.wav,146975.wav,"['Cat', 'Domestic_animals_and_pets', 'Animal']",Wildlife,train,
Animals_089345,Animals,datasets\Animals\Animal-SDataset\Cat\cat_157.wav,cat_157.wav,['Cat'],Wildlife,train,
BirdCLEF2026_056277,BirdCLEF2026,datasets\BirdCLEF\birdclef-2026\train_audio\bbwduc\XC451244.ogg,XC451244.ogg,['Aves'],Bird,train,
FSD50K_025435,FSD50K,datasets\FSD50K\Extracted\FSD50K.dev_audio\410483.wav,410483.wav,"['Walk_and_footsteps', 'Chirp_and_tweet', 'Car_passing_by', 'Traffic_noise_and_roadway_noise', 'Bird_vocalization_and_bird_call_and_bird_song', 'Bird', 'Wild_animals', 'Animal', 'Car', 'Motor_vehicle_(road)', 'Vehicle']",Footsteps,val,
FSD50K_017580,FSD50K,datasets\FSD50K\Extracted\FSD50K.dev_audio\12645.wav,12645.wav,"['Bird', 'Wild_animals', 'Animal']",Bird,train,
Emergency_052462,Emergency,datasets\emergency\Extracted\Emergency Vehicle Sirens\ambulance788.wav,ambulance788.wav,['Ambulance'],EmergencyVehicle,train,
FSD50K_014467,FSD50K,datasets\FSD50K\Extracted\FSD50K.dev_audio\270883.wav,270883.wav,['Alarm'],EmergencyVehicle,train,
FSD50K_035696,FSD50K,datasets\FSD50K\Extracted\FSD50K.dev_audio\236143.wav,236143.wav,"['Dog', 'Domestic_animals_and_pets', 'Animal']",Wildlife,train,
FSD50K_034994,FSD50K,datasets\FSD50K\Extracted\FSD50K.dev_audio\350087.wav,350087.wav,"['Acoustic_guitar', 'Human_voice', 'Guitar', 'Plucked_string_instrument', 'Musical_instrument', 'Music']",Human,train,
BirdCLEF2026_054262,BirdCLEF2026,datasets\BirdCLEF\birdclef-2026\train_audio\74113\XC987237.ogg,XC987237.ogg,['Mammalia'],Wildlife,train,
FSD50K_041387,FSD50K,datasets\FSD50K\Extracted\FSD50K.dev_audio\76600.wav,76600.wav,"['Female_singing', 'Singing', 'Human_voice']",Human,train,
UrbanSound8K_005057,UrbanSound8K,datasets\urbansound8k\Extracted\UrbanSound8K\audio\fold5\164782-8-0-0.wav,164782-8-0-0.wav,['siren'],EmergencyVehicle,train,5.0
UrbanSound8K_004852,UrbanSound8K,datasets\urbansound8k\Extracted\UrbanSound8K\audio\fold8\161129-4-0-11.wav,161129-4-0-11.wav,['drilling'],Drill,train,8.0
FSD50K_027399,FSD50K,datasets\FSD50K\Extracted\FSD50K.dev_audio\387949.wav,387949.wav,"['Raindrop', 'Drip', 'Rain', 'Water', 'Liquid']",Water,train,
FSD50K_011911,FSD50K,datasets\FSD50K\Extracted\FSD50K.dev_audio\319751.wav,319751.wav,"['Motor_vehicle_(road)', 'Siren', 'Vehicle', 'Alarm']",Vehicle,train,
FSD50K_014979,FSD50K,datasets\FSD50K\Extracted\FSD50K.dev_audio\151874.wav,151874.wav,"['Door', 'Car', 'Domestic_sounds_and_home_sounds', 'Motor_vehicle_(road)', 'Vehicle']",Vehicle,train,
BirdCLEF2026_083717,BirdCLEF2026,datasets\BirdCLEF\birdclef-2026\train_audio\swthum1\XC115187.ogg,XC115187.ogg,['Aves'],Bird,train,
FSD50K_036307,FSD50K,datasets\FSD50K\Extracted\FSD50K.dev_audio\76483.wav,76483.wav,"['Singing', 'Human_voice']",Human,train,
UrbanSound8K_008547,UrbanSound8K,datasets\urbansound8k\Extracted\UrbanSound8K\audio\fold4\47019-2-0-69.wav,47019-2-0-69.wav,['children_playing'],Human,train,4.0
FSD50K_024616,FSD50K,datasets\FSD50K\Extracted\FSD50K.dev_audio\192046.wav,192046.wav,"['Meow', 'Cat', 'Domestic_animals_and_pets', 'Animal']",Wildlife,train,
FSD50K_013908,FSD50K,datasets\FSD50K\Extracted\FSD50K.dev_audio\122898.wav,122898.wav,"['Speech', 'Human_voice']",Human,train,
BirdCLEF2026_054132,BirdCLEF2026,datasets\BirdCLEF\birdclef-2026\train_audio\555145\iNat172617.ogg,iNat172617.ogg,['Amphibia'],Wildlife,train,
BirdCLEF2026_079501,BirdCLEF2026,datasets\BirdCLEF\birdclef-2026\train_audio\sobcac1\XC2422.ogg,XC2422.ogg,['Aves'],Bird,train,
FSD50K_019880,FSD50K,datasets\FSD50K\Extracted\FSD50K.dev_audio\371816.wav,371816.wav,['Engine'],Vehicle,train,
BirdCLEF2026_084204,BirdCLEF2026,datasets\BirdCLEF\birdclef-2026\train_audio\tattin1\XC989803.ogg,XC989803.ogg,['Aves'],Bird,train,
FSD50K_011853,FSD50K,datasets\FSD50K\Extracted\FSD50K.dev_audio\242815.wav,242815.wav,"['Car', 'Motor_vehicle_(road)', 'Vehicle']",Vehicle,train,
FSD50K_014556,FSD50K,datasets\FSD50K\Extracted\FSD50K.dev_audio\33739.wav,33739.wav,['Alarm'],EmergencyVehicle,train,
BirdCLEF2026_069539,BirdCLEF2026,datasets\BirdCLEF\birdclef-2026\train_audio\litnig1\XC118101.ogg,XC118101.ogg,['Aves'],Bird,train,
FSD50K_043593,FSD50K,datasets\FSD50K\Extracted\FSD50K.dev_audio\73105.wav,73105.wav,['Run'],Footsteps,train,
FSD50K_030539,FSD50K,datasets\FSD50K\Extracted\FSD50K.dev_audio\405343.wav,405343.wav,"['Train', 'Rail_transport', 'Vehicle']",Vehicle,train,
FSD50K_048252,FSD50K,datasets\FSD50K\Extracted\FSD50K.dev_audio\32168.wav,32168.wav,"['Child_speech_and_kid_speaking', 'Speech', 'Human_voice']",Human,train,
UrbanSound8K_004634,UrbanSound8K,datasets\urbansound8k\Extracted\UrbanSound8K\audio\fold1\159738-8-0-3.wav,159738-8-0-3.wav,['siren'],EmergencyVehicle,train,1.0
FSD50K_037032,FSD50K,datasets\FSD50K\Extracted\FSD50K.dev_audio\89726.wav,89726.wav,"['Subway_and_metro_and_underground', 'Rail_transport', 'Vehicle']",Vehicle,train,
FSD50K_024566,FSD50K,datasets\FSD50K\Extracted\FSD50K.dev_audio\182121.wav,182121.wav,['Fire'],Fire,train,
BirdCLEF2026_063182,BirdCLEF2026,datasets\BirdCLEF\birdclef-2026\train_audio\fepowl\iNat1304783.ogg,iNat1304783.ogg,['Aves'],Bird,train,
FSD50K_040770,FSD50K,datasets\FSD50K\Extracted\FSD50K.dev_audio\58162.wav,58162.wav,"['Ocean', 'Water']",Water,train,
FSD50K_046995,FSD50K,datasets\FSD50K\Extracted\FSD50K.dev_audio\274962.wav,274962.wav,"['Engine_starting', 'Motorcycle', 'Engine', 'Motor_vehicle_(road)', 'Vehicle']",Vehicle,train,
FSD50K_031660,FSD50K,datasets\FSD50K\Extracted\FSD50K.dev_audio\332846.wav,332846.wav,"['Whispering', 'Human_voice']",Human,train,
FSD50K_031669,FSD50K,datasets\FSD50K\Extracted\FSD50K.dev_audio\236636.wav,236636.wav,"['Whispering', 'Human_voice']",Human,train,
FSD50K_013997,FSD50K,datasets\FSD50K\Extracted\FSD50K.dev_audio\254459.wav,254459.wav,"['Speech', 'Human_voice']",Human,train,
BirdCLEF2026_084022,BirdCLEF2026,datasets\BirdCLEF\birdclef-2026\train_audio\swtman1\XC133619.ogg,XC133619.ogg,['Aves'],Bird,train,
FSD50K_019972,FSD50K,datasets\FSD50K\Extracted\FSD50K.dev_audio\368209.wav,368209.wav,"['Motorcycle', 'Engine', 'Motor_vehicle_(road)', 'Vehicle']",Vehicle,train,
UrbanSound8K_005581,UrbanSound8K,datasets\urbansound8k\Extracted\UrbanSound8K\audio\fold4\174032-2-0-18.wav,174032-2-0-18.wav,['children_playing'],Human,train,4.0
FSD50K_036802,FSD50K,datasets\FSD50K\Extracted\FSD50K.dev_audio\340320.wav,340320.wav,"['Insect', 'Wild_animals', 'Animal']",Insects,train,
FSD50K_043462,FSD50K,datasets\FSD50K\Extracted\FSD50K.dev_audio\138340.wav,138340.wav,['Run'],Footsteps,train,
FSD50K_036742,FSD50K,datasets\FSD50K\Extracted\FSD50K.dev_audio\125645.wav,125645.wav,"['Insect', 'Wild_animals', 'Animal']",Insects,train,
BirdCLEF2026_079841,BirdCLEF2026,datasets\BirdCLEF\birdclef-2026\train_audio\sobtyr1\XC931258.ogg,XC931258.ogg,['Aves'],Bird,train,
BirdCLEF2026_084964,BirdCLEF2026,datasets\BirdCLEF\birdclef-2026\train_audio\trokin\iNat668466.ogg,iNat668466.ogg,['Aves'],Bird,train,
BirdCLEF2026_054741,BirdCLEF2026,datasets\BirdCLEF\birdclef-2026\train_audio\baffal1\XC493221.ogg,XC493221.ogg,['Aves'],Bird,train,
FSD50K_045048,FSD50K,datasets\FSD50K\Extracted\FSD50K.dev_audio\177875.wav,177875.wav,"['Doorbell', 'Door', 'Domestic_sounds_and_home_sounds', 'Alarm']",EmergencyVehicle,train,
BirdCLEF2026_081529,BirdCLEF2026,datasets\BirdCLEF\birdclef-2026\train_audio\soulap1\iNat1605776.ogg,iNat1605776.ogg,['Aves'],Bird,train,
BirdCLEF2026_078836,BirdCLEF2026,datasets\BirdCLEF\birdclef-2026\train_audio\sibtan2\XC676291.ogg,XC676291.ogg,['Aves'],Bird,train,
FSD50K_014495,FSD50K,datasets\FSD50K\Extracted\FSD50K.dev_audio\96973.wav,96973.wav,['Alarm'],EmergencyVehicle,train,
BirdCLEF2026_066871,BirdCLEF2026,datasets\BirdCLEF\birdclef-2026\train_audio\greyel\iNat939017.ogg,iNat939017.ogg,['Aves'],Bird,train,
UrbanSound8K_003278,UrbanSound8K,datasets\urbansound8k\Extracted\UrbanSound8K\audio\fold4\132016-7-0-0.wav,132016-7-0-0.wav,['jackhammer'],Jackhammer,train,4.0
BirdCLEF2026_082143,BirdCLEF2026,datasets\BirdCLEF\birdclef-2026\train_audio\spispi1\XC114246.ogg,XC114246.ogg,['Aves'],Bird,train,
FSD50K_046862,FSD50K,datasets\FSD50K\Extracted\FSD50K.dev_audio\42709.wav,42709.wav,"['Sink_(filling_or_washing)', 'Gurgling', 'Domestic_sounds_and_home_sounds', 'Water']",Water,train,
FSD50K_037070,FSD50K,datasets\FSD50K\Extracted\FSD50K.dev_audio\160531.wav,160531.wav,"['Subway_and_metro_and_underground', 'Rail_transport', 'Vehicle']",Vehicle,train,
UrbanSound8K_002145,UrbanSound8K,datasets\urbansound8k\Extracted\UrbanSound8K\audio\fold10\102857-5-0-3.wav,102857-5-0-3.wav,['engine_idling'],Vehicle,train,10.0
BirdCLEF2026_058816,BirdCLEF2026,datasets\BirdCLEF\birdclef-2026\train_audio\brnowl\iNat704565.ogg,iNat704565.ogg,['Aves'],Bird,train,
FSD50K_034842,FSD50K,datasets\FSD50K\Extracted\FSD50K.dev_audio\187315.wav,187315.wav,"['Subway_and_metro_and_underground', 'Human_voice', 'Rail_transport', 'Vehicle']",Vehicle,train,
UrbanSound8K_007634,UrbanSound8K,datasets\urbansound8k\Extracted\UrbanSound8K\audio\fold3\22601-8-0-51.wav,22601-8-0-51.wav,['siren'],EmergencyVehicle,train,3.0
FSD50K_027518,FSD50K,datasets\FSD50K\Extracted\FSD50K.dev_audio\315708.wav,315708.wav,"['Cat', 'Domestic_animals_and_pets', 'Animal']",Wildlife,train,
