dataset,filename,filepath,extension,duration,duration_category,samplerate,channels,format,subtype,filesize_mb,corrupted
esc50,1-17092-B-27.wav,D:\user\Workspace\Major project\AuraForest\AdaptiveEdgeAI\datasets\esc50\audio\1-17092-B-27.wav,.wav,5.0,Normal,44100,1,WAV,PCM_16,0.421,False
esc50,1-17124-A-43.wav,D:\user\Workspace\Major project\AuraForest\AdaptiveEdgeAI\datasets\esc50\audio\1-17124-A-43.wav,.wav,5.0,Normal,44100,1,WAV,PCM_16,0.421,False
esc50,1-17150-A-12.wav,D:\user\Workspace\Major project\AuraForest\AdaptiveEdgeAI\datasets\esc50\audio\1-17150-A-12.wav,.wav,5.0,Normal,44100,1,WAV,PCM_16,0.421,False
esc50,1-172649-A-40.wav,D:\user\Workspace\Major project\AuraForest\AdaptiveEdgeAI\datasets\esc50\audio\1-172649-A-40.wav,.wav,5.0,Normal,44100,1,WAV,PCM_16,0.421,False
esc50,1-172649-B-40.wav,D:\user\Workspace\Major project\AuraForest\AdaptiveEdgeAI\datasets\esc50\audio\1-172649-B-40.wav,.wav,5.0,Normal,44100,1,WAV,PCM_16,0.421,False
esc50,1-172649-C-40.wav,D:\user\Workspace\Major project\AuraForest\AdaptiveEdgeAI\datasets\esc50\audio\1-172649-C-40.wav,.wav,5.0,Normal,44100,1,WAV,PCM_16,0.421,False
esc50,1-172649-D-40.wav,D:\user\Workspace\Major project\AuraForest\AdaptiveEdgeAI\datasets\esc50\audio\1-172649-D-40.wav,.wav,5.0,Normal,44100,1,WAV,PCM_16,0.421,False
esc50,1-172649-E-40.wav,D:\user\Workspace\Major project\AuraForest\AdaptiveEdgeAI\datasets\esc50\audio\1-172649-E-40.wav,.wav,5.0,Normal,44100,1,WAV,PCM_16,0.421,False
esc50,1-172649-F-40.wav,D:\user\Workspace\Major project\AuraForest\AdaptiveEdgeAI\datasets\esc50\audio\1-172649-F-40.wav,.wav,5.0,Normal,44100,1,WAV,PCM_16,0.421,False
esc50,1-17295-A-29.wav,D:\user\Workspace\Major project\AuraForest\AdaptiveEdgeAI\datasets\esc50\audio\1-17295-A-29.wav,.wav,5.0,Normal,44100,1,WAV,PCM_16,0.421,False
esc50,1-17367-A-10.wav,D:\user\Workspace\Major project\AuraForest\AdaptiveEdgeAI\datasets\esc50\audio\1-17367-A-10.wav,.wav,5.0,Normal,44100,1,WAV,PCM_16,0.421,False
esc50,1-17565-A-12.wav,D:\user\Workspace\Major project\AuraForest\AdaptiveEdgeAI\datasets\esc50\audio\1-17565-A-12.wav,.wav,5.0,Normal,44100,1,WAV,PCM_16,0.421,False
esc50,1-17585-A-7.wav,D:\user\Workspace\Major project\AuraForest\AdaptiveEdgeAI\datasets\esc50\audio\1-17585-A-7.wav,.wav,5.0,Normal,44100,1,WAV,PCM_16,0.421,False
esc50,1-17742-A-12.wav,D:\user\Workspace\Major project\AuraForest\AdaptiveEdgeAI\datasets\esc50\audio\1-17742-A-12.wav,.wav,5.0,Normal,44100,1,WAV,PCM_16,0.421,False
esc50,1-17808-A-12.wav,D:\user\Workspace\Major project\AuraForest\AdaptiveEdgeAI\datasets\esc50\audio\1-17808-A-12.wav,.wav,5.0,Normal,44100,1,WAV,PCM_16,0.421,False
esc50,1-17808-B-12.wav,D:\user\Workspace\Major project\AuraForest\AdaptiveEdgeAI\datasets\esc50\audio\1-17808-B-12.wav,.wav,5.0,Normal,44100,1,WAV,PCM_16,0.421,False
esc50,1-1791-A-26.wav,D:\user\Workspace\Major project\AuraForest\AdaptiveEdgeAI\datasets\esc50\audio\1-1791-A-26.wav,.wav,5.0,Normal,44100,1,WAV,PCM_16,0.421,False
esc50,1-17970-A-4.wav,D:\user\Workspace\Major project\AuraForest\AdaptiveEdgeAI\datasets\esc50\audio\1-17970-A-4.wav,.wav,5.0,Normal,44100,1,WAV,PCM_16,0.421,False
esc50,1-18074-A-6.wav,D:\user\Workspace\Major project\AuraForest\AdaptiveEdgeAI\datasets\esc50\audio\1-18074-A-6.wav,.wav,5.0,Normal,44100,1,WAV,PCM_16,0.421,False
esc50,1-18074-B-6.wav,D:\user\Workspace\Major project\AuraForest\AdaptiveEdgeAI\datasets\esc50\audio\1-18074-B-6.wav,.wav,5.0,Normal,44100,1,WAV,PCM_16,0.421,False
esc50,1-181071-A-40.wav,D:\user\Workspace\Major project\AuraForest\AdaptiveEdgeAI\datasets\esc50\audio\1-181071-A-40.wav,.wav,5.0,Normal,44100,1,WAV,PCM_16,0.421,False
esc50,1-181071-B-40.wav,D:\user\Workspace\Major project\AuraForest\AdaptiveEdgeAI\datasets\esc50\audio\1-181071-B-40.wav,.wav,5.0,Normal,44100,1,WAV,PCM_16,0.421,False
esc50,1-18527-A-44.wav,D:\user\Workspace\Major project\AuraForest\AdaptiveEdgeAI\datasets\esc50\audio\1-18527-A-44.wav,.wav,5.0,Normal,44100,1,WAV,PCM_16,0.421,False
esc50,1-18527-B-44.wav,D:\user\Workspace\Major project\AuraForest\AdaptiveEdgeAI\datasets\esc50\audio\1-18527-B-44.wav,.wav,5.0,Normal,44100,1,WAV,PCM_16,0.421,False
esc50,1-18631-A-23.wav,D:\user\Workspace\Major project\AuraForest\AdaptiveEdgeAI\datasets\esc50\audio\1-18631-A-23.wav,.wav,5.0,Normal,44100,1,WAV,PCM_16,0.421,False
esc50,1-18655-A-31.wav,D:\user\Workspace\Major project\AuraForest\AdaptiveEdgeAI\datasets\esc50\audio\1-18655-A-31.wav,.wav,5.0,Normal,44100,1,WAV,PCM_16,0.421,False
esc50,1-187207-A-20.wav,D:\user\Workspace\Major project\AuraForest\AdaptiveEdgeAI\datasets\esc50\audio\1-187207-A-20.wav,.wav,5.0,Normal,44100,1,WAV,PCM_16,0.421,False
esc50,1-18755-A-4.wav,D:\user\Workspace\Major project\AuraForest\AdaptiveEdgeAI\datasets\esc50\audio\1-18755-A-4.wav,.wav,5.0,Normal,44100,1,WAV,PCM_16,0.421,False
esc50,1-18755-B-4.wav,D:\user\Workspace\Major project\AuraForest\AdaptiveEdgeAI\datasets\esc50\audio\1-18755-B-4.wav,.wav,5.0,Normal,44100,1,WAV,PCM_16,0.421,False
esc50,1-18757-A-4.wav,D:\user\Workspace\Major project\AuraForest\AdaptiveEdgeAI\datasets\esc50\audio\1-18757-A-4.wav,.wav,5.0,Normal,44100,1,WAV,PCM_16,0.421,False
esc50,1-18810-A-49.wav,D:\user\Workspace\Major project\AuraForest\AdaptiveEdgeAI\datasets\esc50\audio\1-18810-A-49.wav,.wav,5.0,Normal,44100,1,WAV,PCM_16,0.421,False
esc50,1-19026-A-43.wav,D:\user\Workspace\Major project\AuraForest\AdaptiveEdgeAI\datasets\esc50\audio\1-19026-A-43.wav,.wav,5.0,Normal,44100,1,WAV,PCM_16,0.421,False
esc50,1-19111-A-24.wav,D:\user\Workspace\Major project\AuraForest\AdaptiveEdgeAI\datasets\esc50\audio\1-19111-A-24.wav,.wav,5.0,Normal,44100,1,WAV,PCM_16,0.421,False
esc50,1-19118-A-24.wav,D:\user\Workspace\Major project\AuraForest\AdaptiveEdgeAI\datasets\esc50\audio\1-19118-A-24.wav,.wav,5.0,Normal,44100,1,WAV,PCM_16,0.421,False
esc50,1-19501-A-7.wav,D:\user\Workspace\Major project\AuraForest\AdaptiveEdgeAI\datasets\esc50\audio\1-19501-A-7.wav,.wav,5.0,Normal,44100,1,WAV,PCM_16,0.421,False
esc50,1-196660-A-8.wav,D:\user\Workspace\Major project\AuraForest\AdaptiveEdgeAI\datasets\esc50\audio\1-196660-A-8.wav,.wav,5.0,Normal,44100,1,WAV,PCM_16,0.421,False
esc50,1-196660-B-8.wav,D:\user\Workspace\Major project\AuraForest\AdaptiveEdgeAI\datasets\esc50\audio\1-196660-B-8.wav,.wav,5.0,Normal,44100,1,WAV,PCM_16,0.421,False
esc50,1-19840-A-36.wav,D:\user\Workspace\Major project\AuraForest\AdaptiveEdgeAI\datasets\esc50\audio\1-19840-A-36.wav,.wav,5.0,Normal,44100,1,WAV,PCM_16,0.421,False
esc50,1-19872-A-36.wav,D:\user\Workspace\Major project\AuraForest\AdaptiveEdgeAI\datasets\esc50\audio\1-19872-A-36.wav,.wav,5.0,Normal,44100,1,WAV,PCM_16,0.421,False
esc50,1-19872-B-36.wav,D:\user\Workspace\Major project\AuraForest\AdaptiveEdgeAI\datasets\esc50\audio\1-19872-B-36.wav,.wav,5.0,Normal,44100,1,WAV,PCM_16,0.421,False
esc50,1-19898-A-41.wav,D:\user\Workspace\Major project\AuraForest\AdaptiveEdgeAI\datasets\esc50\audio\1-19898-A-41.wav,.wav,5.0,Normal,44100,1,WAV,PCM_16,0.421,False
esc50,1-19898-B-41.wav,D:\user\Workspace\Major project\AuraForest\AdaptiveEdgeAI\datasets\esc50\audio\1-19898-B-41.wav,.wav,5.0,Normal,44100,1,WAV,PCM_16,0.421,False
esc50,1-19898-C-41.wav,D:\user\Workspace\Major project\AuraForest\AdaptiveEdgeAI\datasets\esc50\audio\1-19898-C-41.wav,.wav,5.0,Normal,44100,1,WAV,PCM_16,0.421,False
esc50,1-20133-A-39.wav,D:\user\Workspace\Major project\AuraForest\AdaptiveEdgeAI\datasets\esc50\audio\1-20133-A-39.wav,.wav,5.0,Normal,44100,1,WAV,PCM_16,0.421,False
esc50,1-202111-A-3.wav,D:\user\Workspace\Major project\AuraForest\AdaptiveEdgeAI\datasets\esc50\audio\1-202111-A-3.wav,.wav,5.0,Normal,44100,1,WAV,PCM_16,0.421,False
esc50,1-20545-A-28.wav,D:\user\Workspace\Major project\AuraForest\AdaptiveEdgeAI\datasets\esc50\audio\1-20545-A-28.wav,.wav,5.0,Normal,44100,1,WAV,PCM_16,0.421,False
esc50,1-20736-A-18.wav,D:\user\Workspace\Major project\AuraForest\AdaptiveEdgeAI\datasets\esc50\audio\1-20736-A-18.wav,.wav,5.0,Normal,44100,1,WAV,PCM_16,0.421,False
esc50,1-208757-A-2.wav,D:\user\Workspace\Major project\AuraForest\AdaptiveEdgeAI\datasets\esc50\audio\1-208757-A-2.wav,.wav,5.0,Normal,44100,1,WAV,PCM_16,0.421,False
esc50,1-208757-B-2.wav,D:\user\Workspace\Major project\AuraForest\AdaptiveEdgeAI\datasets\esc50\audio\1-208757-B-2.wav,.wav,5.0,Normal,44100,1,WAV,PCM_16,0.421,False
esc50,1-208757-C-2.wav,D:\user\Workspace\Major project\AuraForest\AdaptiveEdgeAI\datasets\esc50\audio\1-208757-C-2.wav,.wav,5.0,Normal,44100,1,WAV,PCM_16,0.421,False
esc50,1-208757-D-2.wav,D:\user\Workspace\Major project\AuraForest\AdaptiveEdgeAI\datasets\esc50\audio\1-208757-D-2.wav,.wav,5.0,Normal,44100,1,WAV,PCM_16,0.421,False
esc50,1-208757-E-2.wav,D:\user\Workspace\Major project\AuraForest\AdaptiveEdgeAI\datasets\esc50\audio\1-208757-E-2.wav,.wav,5.0,Normal,44100,1,WAV,PCM_16,0.421,False
esc50,1-211527-A-20.wav,D:\user\Workspace\Major project\AuraForest\AdaptiveEdgeAI\datasets\esc50\audio\1-211527-A-20.wav,.wav,5.0,Normal,44100,1,WAV,PCM_16,0.421,False
esc50,1-211527-B-20.wav,D:\user\Workspace\Major project\AuraForest\AdaptiveEdgeAI\datasets\esc50\audio\1-211527-B-20.wav,.wav,5.0,Normal,44100,1,WAV,PCM_16,0.421,False
esc50,1-211527-C-20.wav,D:\user\Workspace\Major project\AuraForest\AdaptiveEdgeAI\datasets\esc50\audio\1-211527-C-20.wav,.wav,5.0,Normal,44100,1,WAV,PCM_16,0.421,False
esc50,1-21189-A-10.wav,D:\user\Workspace\Major project\AuraForest\AdaptiveEdgeAI\datasets\esc50\audio\1-21189-A-10.wav,.wav,5.0,Normal,44100,1,WAV,PCM_16,0.421,False
esc50,1-21421-A-46.wav,D:\user\Workspace\Major project\AuraForest\AdaptiveEdgeAI\datasets\esc50\audio\1-21421-A-46.wav,.wav,5.0,Normal,44100,1,WAV,PCM_16,0.421,False
esc50,1-21896-A-35.wav,D:\user\Workspace\Major project\AuraForest\AdaptiveEdgeAI\datasets\esc50\audio\1-21896-A-35.wav,.wav,5.0,Normal,44100,1,WAV,PCM_16,0.421,False
esc50,1-21934-A-38.wav,D:\user\Workspace\Major project\AuraForest\AdaptiveEdgeAI\datasets\esc50\audio\1-21934-A-38.wav,.wav,5.0,Normal,44100,1,WAV,PCM_16,0.421,False
esc50,1-21935-A-38.wav,D:\user\Workspace\Major project\AuraForest\AdaptiveEdgeAI\datasets\esc50\audio\1-21935-A-38.wav,.wav,5.0,Normal,44100,1,WAV,PCM_16,0.421,False
esc50,1-223162-A-25.wav,D:\user\Workspace\Major project\AuraForest\AdaptiveEdgeAI\datasets\esc50\audio\1-223162-A-25.wav,.wav,5.0,Normal,44100,1,WAV,PCM_16,0.421,False
esc50,1-22694-A-20.wav,D:\user\Workspace\Major project\AuraForest\AdaptiveEdgeAI\datasets\esc50\audio\1-22694-A-20.wav,.wav,5.0,Normal,44100,1,WAV,PCM_16,0.421,False
esc50,1-22694-B-20.wav,D:\user\Workspace\Major project\AuraForest\AdaptiveEdgeAI\datasets\esc50\audio\1-22694-B-20.wav,.wav,5.0,Normal,44100,1,WAV,PCM_16,0.421,False
esc50,1-22804-A-46.wav,D:\user\Workspace\Major project\AuraForest\AdaptiveEdgeAI\datasets\esc50\audio\1-22804-A-46.wav,.wav,5.0,Normal,44100,1,WAV,PCM_16,0.421,False
esc50,1-22882-A-44.wav,D:\user\Workspace\Major project\AuraForest\AdaptiveEdgeAI\datasets\esc50\audio\1-22882-A-44.wav,.wav,5.0,Normal,44100,1,WAV,PCM_16,0.421,False
esc50,1-23094-A-15.wav,D:\user\Workspace\Major project\AuraForest\AdaptiveEdgeAI\datasets\esc50\audio\1-23094-A-15.wav,.wav,5.0,Normal,44100,1,WAV,PCM_16,0.421,False
esc50,1-23094-B-15.wav,D:\user\Workspace\Major project\AuraForest\AdaptiveEdgeAI\datasets\esc50\audio\1-23094-B-15.wav,.wav,5.0,Normal,44100,1,WAV,PCM_16,0.421,False
esc50,1-23222-A-19.wav,D:\user\Workspace\Major project\AuraForest\AdaptiveEdgeAI\datasets\esc50\audio\1-23222-A-19.wav,.wav,5.0,Normal,44100,1,WAV,PCM_16,0.421,False
esc50,1-23222-B-19.wav,D:\user\Workspace\Major project\AuraForest\AdaptiveEdgeAI\datasets\esc50\audio\1-23222-B-19.wav,.wav,5.0,Normal,44100,1,WAV,PCM_16,0.421,False
esc50,1-23706-A-49.wav,D:\user\Workspace\Major project\AuraForest\AdaptiveEdgeAI\datasets\esc50\audio\1-23706-A-49.wav,.wav,5.0,Normal,44100,1,WAV,PCM_16,0.421,False
esc50,1-23996-A-35.wav,D:\user\Workspace\Major project\AuraForest\AdaptiveEdgeAI\datasets\esc50\audio\1-23996-A-35.wav,.wav,5.0,Normal,44100,1,WAV,PCM_16,0.421,False
esc50,1-23996-B-35.wav,D:\user\Workspace\Major project\AuraForest\AdaptiveEdgeAI\datasets\esc50\audio\1-23996-B-35.wav,.wav,5.0,Normal,44100,1,WAV,PCM_16,0.421,False
esc50,1-24074-A-43.wav,D:\user\Workspace\Major project\AuraForest\AdaptiveEdgeAI\datasets\esc50\audio\1-24074-A-43.wav,.wav,5.0,Normal,44100,1,WAV,PCM_16,0.421,False
esc50,1-24076-A-43.wav,D:\user\Workspace\Major project\AuraForest\AdaptiveEdgeAI\datasets\esc50\audio\1-24076-A-43.wav,.wav,5.0,Normal,44100,1,WAV,PCM_16,0.421,False
esc50,1-24524-A-19.wav,D:\user\Workspace\Major project\AuraForest\AdaptiveEdgeAI\datasets\esc50\audio\1-24524-A-19.wav,.wav,5.0,Normal,44100,1,WAV,PCM_16,0.421,False
esc50,1-24524-B-19.wav,D:\user\Workspace\Major project\AuraForest\AdaptiveEdgeAI\datasets\esc50\audio\1-24524-B-19.wav,.wav,5.0,Normal,44100,1,WAV,PCM_16,0.421,False
esc50,1-24524-C-19.wav,D:\user\Workspace\Major project\AuraForest\AdaptiveEdgeAI\datasets\esc50\audio\1-24524-C-19.wav,.wav,5.0,Normal,44100,1,WAV,PCM_16,0.421,False
esc50,1-24796-A-47.wav,D:\user\Workspace\Major project\AuraForest\AdaptiveEdgeAI\datasets\esc50\audio\1-24796-A-47.wav,.wav,5.0,Normal,44100,1,WAV,PCM_16,0.421,False
esc50,1-254507-A-43.wav,D:\user\Workspace\Major project\AuraForest\AdaptiveEdgeAI\datasets\esc50\audio\1-254507-A-43.wav,.wav,5.0,Normal,44100,1,WAV,PCM_16,0.421,False
esc50,1-25777-A-48.wav,D:\user\Workspace\Major project\AuraForest\AdaptiveEdgeAI\datasets\esc50\audio\1-25777-A-48.wav,.wav,5.0,Normal,44100,1,WAV,PCM_16,0.421,False
